rowid,st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,dens,dens_err1,dens_err2,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,datalink_dvr
765,q1_q17_dr24_stellar,8751933,2MASS J19245404+4455385,291.225189,44.92738,14.651,5478,108,-98,SPE57,4.43,0.087,-0.124,SPE57,0,0.16,-0.16,SPE57,0.942,0.163,-0.085,0.87,0.06,-0.04,1.469,0.4958,-0.5285,DSEP,1,1,1,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,209.5,184.152,171.569,158.177,149.4,134.211,128.14,119.167,108.377,100.306,94.005,89.298,88.007,82.831,13.222,0.024,12.827,0.023,12.726,0.022,008/008751/008751933/dv/kplr008751933-20141002224145_dvr.pdf
766,q1_q17_dr24_stellar,8753657,2MASS J19272353+4458056,291.848053,44.96822,12.52,5678,96,-125,SPE59,4.484,0.034,-0.156,SPE59,0.26,0.12,-0.12,SPE59,0.97,0.173,-0.053,1.04,0.06,-0.08,1.613,0.2292,-0.6547,DSEP,2,2,3,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,57.165,50.625,47.641,44.015,41.717,37.71,35.997,33.414,30.472,28.339,26.731,25.501,25.206,23.529,11.34,0.021,11.035,0.017,10.97,0.017,008/008753/008753657/dv/kplr008753657-20141002224145_dvr.pdf
767,q1_q12_stellar,8753657,2MASS J19272353+4458056,291.848053,44.96822,12.52,5614,56,-56,Pinsonneault,4.574,0.159,-0.159,Pinsonneault,-0.2,0,0,Pinsonneault,0.823,0.23,-0.23,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,0.021,11.035,0.017,10.97,0.017,008/008753/008753657/dv/kplr008753657-20121029204534_dvr.pdf
768,q1_q16_stellar,8753657,2MASS J19272353+4458056,291.848053,44.96822,12.52,5697,117,-118,SPE3,4.487,0.029,-0.15,SPE3,0.28,0.1,-0.16,SPE3,0.973,0.174,-0.047,1.06,0.06,-0.07,1.619,0.2005,-0.6426,DSEP,2,2,2,11111111111111100,2013-12-03,0.879,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,50.256,44.675,40.685,37.759,35.344,31.798,30.461,28.228,25.836,24.044,22.628,21.439,21.13,19.693,11.34,0.021,11.035,0.017,10.97,0.017,008/008753/008753657/dv/kplr008753657-20130815195353_dvr.pdf
769,q1_q17_dr24_stellar,8753896,2MASS J19275040+4454000,291.959991,44.900021,15.77,5380,209,-170,KIC0,4.564,0.037,-0.216,KIC0,-0.2,0.34,-0.26,KIC0,0.785,0.289,-0.065,0.82,0.11,-0.08,2.401,0.4452,-1.335,DSEP,2,4,2,11111111111111,2015-01-15,0.8746,1238.431,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,413.405,368.729,347.32,322.182,305.883,277.555,266.601,249.342,231.506,216.67,206.824,199.007,196.546,187.313,14.417,0.031,13.903,0.033,13.896,0.061,008/008753/008753896/dv/kplr008753896-20141002224145_dvr.pdf
770,q1_q12_stellar,8753896,2MASS J19275040+4454000,291.959991,44.900021,15.77,5174,,,KIC,4.565,,,KIC,-0.191,,,KIC,0.843,,,,,,,,,,2,4,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.417,0.031,13.903,0.033,13.896,0.061,008/008753/008753896/dv/kplr008753896-20121029204534_dvr.pdf
771,q1_q16_stellar,8753896,2MASS J19275040+4454000,291.959991,44.900021,15.77,5380,209,-170,KIC0,4.564,0.037,-0.216,KIC0,-0.2,0.34,-0.26,KIC0,0.785,0.289,-0.065,0.82,0.11,-0.08,2.401,0.4452,-1.335,DSEP,2,4,2,11111111111111,2013-12-03,0.8787,1205.833,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,397.902,357.341,328.735,307.615,289.579,264.075,254.082,236.742,219.792,207.414,197.526,190.238,188.217,180.452,14.417,0.031,13.903,0.033,13.896,0.061,008/008753/008753896/dv/kplr008753896-20130815195353_dvr.pdf
772,q1_q12_stellar,8800954,2MASS J18530163+4505159,283.256805,45.08778,13.354,5379,64,-64,Pinsonneault,4.58,0.238,-0.238,Pinsonneault,-0.2,0,0,Pinsonneault,0.783,0.363,-0.363,,,,,,,,1,1,0,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.009,0.02,11.619,0.019,11.535,0.017,
773,q1_q17_dr24_stellar,8800954,2MASS J18530163+4505159,283.256805,45.08778,13.354,5286,110,-101,SPE59,4.568,0.03,-0.059,SPE59,-0.26,0.16,-0.16,SPE59,0.76,0.063,-0.037,0.78,0.05,-0.04,2.502,0.3012,-0.4743,DSEP,1,1,0,11111111111111100,2015-01-15,0.8739,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,79.619,69.942,65.149,59.794,56.582,50.949,48.728,45.133,40.932,37.676,35.269,33.253,32.717,30.051,12.009,0.02,11.619,0.019,11.535,0.017,
774,q1_q16_stellar,8800954,2MASS J18530163+4505159,283.256805,45.08778,13.354,5305,121,-95,SPE3,4.489,0.076,-0.046,SPE3,-0.26,0.18,-0.14,SPE3,0.818,0.062,-0.066,0.75,0.07,-0.03,1.935,0.561,-0.3177,DSEP,1,1,0,11111111111111100,2013-12-03,0.8781,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,70.258,61.869,55.902,51.463,48.114,42.974,40.933,37.911,34.455,31.877,29.917,28.314,27.856,25.736,12.009,0.02,11.619,0.019,11.535,0.017,
775,q1_q17_dr24_stellar,8806123,2MASS J19041131+4503115,286.047119,45.053211,15,6220,156,-207,PHO1,4.414,0.061,-0.319,KIC0,-0.1,0.22,-0.3,KIC0,1.066,0.557,-0.108,1.07,0.24,-0.12,1.243,0.3494,-0.8465,DSEP,2,2,2,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,227.571,200.78,188.224,173.887,164.89,148.838,142.123,132.624,121.926,113.625,106.345,101.352,99.968,94.84,13.858,0.025,13.57,0.033,13.421,0.04,008/008806/008806123/dv/kplr008806123-20141002224145_dvr.pdf
776,q1_q12_stellar,8806123,2MASS J19041131+4503115,286.047119,45.053211,15,6199,103,-103,Pinsonneault,4.419,0.189,-0.189,Pinsonneault,-0.2,0,0,Pinsonneault,1.066,0.431,-0.431,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.858,0.025,13.57,0.033,13.421,0.04,008/008806/008806123/dv/kplr008806123-20121029204534_dvr.pdf
777,q1_q16_stellar,8806123,2MASS J19041131+4503115,286.047119,45.053211,15,6220,156,-207,PHO1,4.414,0.061,-0.319,KIC0,-0.1,0.22,-0.3,KIC0,1.066,0.557,-0.108,1.07,0.25,-0.12,1.243,0.3494,-0.8465,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,208.597,184.892,167.544,155.282,145.75,131.555,126.095,117.092,107.207,99.703,94.439,90.333,89.214,83.74,13.858,0.025,13.57,0.033,13.421,0.04,008/008806/008806123/dv/kplr008806123-20130815195353_dvr.pdf
778,q1_q16_stellar,8866102,2MASS J18523616+4508233,283.150696,45.139832,9.364,6325,75,-75,SPE8,4.264,0.006,-0.006,AST8,0.01,0.101,-0.101,SPE8,1.361,0.018,-0.018,1.24,0.05,-0.05,0.6892,0.008766,-0.008766,MULT8,1,1,1,11111111111111100,2013-12-03,0.8785,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,21.364,20.235,19.417,18.853,18.226,17.374,17.195,16.951,16.788,16.751,16.78,16.874,16.862,16.742,8.417,0.02,8.191,0.021,8.14,0.013,008/008866/008866102/dv/kplr008866102-20130815195353_dvr.pdf
779,q1_q17_dr24_stellar,8866102,2MASS J18523616+4508233,283.150696,45.139832,9.364,6325,75,-75,SPE8,4.264,0.006,-0.006,AST8,0.01,0.101,-0.101,SPE8,1.361,0.018,-0.018,1.24,0.04,-0.04,0.6892,0.008766,-0.008766,MULT8,1,1,1,11111111111111100,2015-01-15,0.8748,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,25.206,24.129,24.303,23.876,23.83,23.246,22.993,22.83,22.792,23.064,23.551,24.189,24.359,25.707,8.417,0.02,8.191,0.021,8.14,0.013,008/008866/008866102/dv/kplr008866102-20141002224145_dvr.pdf
780,q1_q12_stellar,8866102,2MASS J18523616+4508233,283.150696,45.139832,9.364,6228,79,-79,Pinsonneault,4.217,0.167,-0.167,Pinsonneault,-0.2,0,0,Pinsonneault,1.379,0.443,-0.443,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.417,0.02,8.191,0.021,8.14,0.013,008/008866/008866102/dv/kplr008866102-20121029204534_dvr.pdf
781,q1_q16_stellar,8883329,2MASS J19235886+4511319,290.99527,45.192211,13.223,6735,161,-234,PHO1,4.144,0.166,-0.31,KIC0,-0.22,0.24,-0.32,KIC0,1.604,0.883,-0.384,1.31,0.27,-0.25,0.449,0.4073,-0.3073,DSEP,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,75.147,67.217,61.86,58.101,55.267,51.334,49.886,47.7,45.576,44.105,43.246,42.521,42.287,40.927,12.325,0.022,12.087,0.021,11.995,0.017,008/008883/008883329/dv/kplr008883329-20130815195353_dvr.pdf
782,q1_q17_dr24_stellar,8883329,2MASS J19235886+4511319,290.99527,45.192211,13.223,6194,102,-136,SPE58,4.242,0.127,-0.163,SPE58,-0.04,0.12,-0.12,SPE58,1.314,0.344,-0.202,1.1,0.13,-0.08,0.6808,0.3945,-0.3087,DSEP,2,2,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,85.108,76.044,72.258,67.592,64.866,60.376,58.634,56.063,53.633,51.937,50.953,50.338,50.202,49.604,12.325,0.022,12.087,0.021,11.995,0.017,008/008883/008883329/dv/kplr008883329-20141002224145_dvr.pdf
783,q1_q12_stellar,8883329,2MASS J19235886+4511319,290.99527,45.192211,13.223,6740,124,-124,Pinsonneault,4.114,0.198,-0.198,Pinsonneault,-0.2,0,0,Pinsonneault,1.702,0.699,-0.699,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.325,0.022,12.087,0.021,11.995,0.017,008/008883/008883329/dv/kplr008883329-20121029204534_dvr.pdf
784,q1_q12_stellar,8890150,2MASS J19340266+4508117,293.511078,45.136589,15.987,4053,200,-200,Pinsonneault,4.739,0.02,-0.02,Pinsonneault,-0.2,0,0,Pinsonneault,0.523,0.028,-0.028,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.818,0.022,13.131,0.027,12.948,0.029,008/008890/008890150/dv/kplr008890150-20121029204534_dvr.pdf
785,q1_q16_stellar,8890150,2MASS J19340266+4508117,293.511078,45.136589,15.987,3735,54,-164,PHO2,4.851,0.12,-0.08,PHO2,-0.5,0.1,-0.4,PHO2,0.4,0.05,-0.14,0.41,0.05,-0.15,9.089,10.1,-10.1,DSEP2,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,408.991,367.383,336.578,314.047,295.208,268.251,258.417,243.103,226.304,215.636,207.982,202.021,200.233,193.866,13.818,0.022,13.131,0.027,12.948,0.029,008/008890/008890150/dv/kplr008890150-20130815195353_dvr.pdf
786,q1_q17_dr24_stellar,8890150,2MASS J19340266+4508117,293.511078,45.136589,15.987,3903,87,-80,SPE60,4.721,0.028,-0.036,SPE60,-0.1,0.17,-0.17,SPE60,0.537,0.04,-0.033,0.55,0.04,-0.03,5.028,0.6869,-0.7011,DSEP,2,2,2,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,433.783,388.864,369.1,344.236,328.087,299.312,287.261,269.917,251.437,238.628,230.308,222.675,222.093,216.583,13.818,0.022,13.131,0.027,12.948,0.029,008/008890/008890150/dv/kplr008890150-20141002224145_dvr.pdf
787,q1_q16_stellar,8950568,2MASS J19235362+4517251,290.973419,45.290321,14.779,5695,164,-155,PHO1,4.545,0.027,-0.288,KIC0,-0.02,0.23,-0.28,KIC0,0.872,0.349,-0.067,0.97,0.09,-0.11,2.062,0.311,-1.301,DSEP,4,4,3,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,217.228,203.594,193.683,186.857,180.37,170.236,166.116,158.793,150.87,144.955,140.14,137.07,136.616,132.31,13.552,0.022,13.192,0.024,13.083,0.023,008/008950/008950568/dv/kplr008950568-20130815195353_dvr.pdf
788,q1_q17_dr24_stellar,8950568,2MASS J19235362+4517251,290.973419,45.290321,14.779,5435,113,-101,SPE58,4.495,0.052,-0.107,SPE58,-0.02,0.16,-0.16,SPE58,0.873,0.124,-0.055,0.87,0.06,-0.05,1.84,0.3572,-0.579,DSEP,4,4,3,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,226.885,207.632,201.611,190.907,184.607,172.667,166.911,159.714,151.511,145.316,141.633,139.891,139.245,140.326,13.552,0.022,13.192,0.024,13.083,0.023,008/008950/008950568/dv/kplr008950568-20141002224145_dvr.pdf
789,q1_q12_stellar,8950568,2MASS J19235362+4517251,290.973419,45.290321,14.779,5667,95,-95,Pinsonneault,4.566,0.225,-0.225,Pinsonneault,-0.2,0,0,Pinsonneault,0.837,0.361,-0.361,,,,,,,,4,4,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.552,0.022,13.192,0.024,13.083,0.023,008/008950/008950568/dv/kplr008950568-20121029204534_dvr.pdf
790,q1_q17_dr24_stellar,8962094,2MASS J19395364+4512492,294.973511,45.213692,13.58,5695,104,-116,SPE59,4.556,0.017,-0.127,SPE59,-0.16,0.14,-0.14,SPE59,0.839,0.129,-0.038,0.92,0.05,-0.08,2.199,0.1916,-0.7669,DSEP,4,4,4,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,92.132,80.96,75.487,69.324,65.627,59.1,56.42,52.214,47.665,43.966,41.115,39.142,38.561,35.472,12.417,0.022,12.065,0.019,11.996,0.019,008/008962/008962094/dv/kplr008962094-20141002224145_dvr.pdf
791,q1_q16_stellar,8962094,2MASS J19395364+4512492,294.973511,45.213692,13.58,5741,113,-87,SPE12,4.341,0.143,-0.128,SPE12,-0.38,0.16,-0.12,SPE12,1.008,0.189,-0.146,0.81,0.07,-0.03,1.119,0.6949,-0.4164,DSEP,4,4,4,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,81.054,71.425,64.749,59.774,55.853,50.143,47.933,44.275,40.347,37.47,35.24,33.446,32.894,30.198,12.417,0.022,12.065,0.019,11.996,0.019,008/008962/008962094/dv/kplr008962094-20130815195353_dvr.pdf
792,q1_q12_stellar,8962094,2MASS J19395364+4512492,294.973511,45.213692,13.58,5923,87,-87,Pinsonneault,4.371,0.196,-0.196,Pinsonneault,-0.2,0,0,Pinsonneault,1.067,0.357,-0.357,,,,,,,,4,4,4,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.417,0.022,12.065,0.019,11.996,0.019,008/008962/008962094/dv/kplr008962094-20121029204534_dvr.pdf
793,q1_q16_stellar,8972058,2MASS J19505084+4515429,297.711853,45.261921,13.431,5977,109,-123,SPE12,4.375,0.081,-0.136,SPE12,-0.1,0.14,-0.16,SPE12,1.075,0.184,-0.102,1,0.06,-0.07,1.133,0.3709,-0.4233,DSEP,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,84.597,75.497,69.199,64.58,60.847,55.736,53.716,50.931,48.102,46.218,45.235,44.494,44.255,43.671,12.315,0.021,12.028,0.018,11.97,0.019,008/008972/008972058/dv/kplr008972058-20130815195353_dvr.pdf
794,q1_q12_stellar,8972058,2MASS J19505084+4515429,297.711853,45.261921,13.431,6072,94,-94,Pinsonneault,4.302,0.212,-0.212,Pinsonneault,-0.2,0,0,Pinsonneault,1.192,0.472,-0.472,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.315,0.021,12.028,0.018,11.97,0.019,008/008972/008972058/dv/kplr008972058-20121029204534_dvr.pdf
795,q1_q17_dr24_stellar,8972058,2MASS J19505084+4515429,297.711853,45.261921,13.431,5881,105,-129,SPE59,4.315,0.107,-0.13,SPE59,0.07,0.13,-0.13,SPE59,1.171,0.215,-0.142,1.03,0.08,-0.07,0.9054,0.4126,-0.3352,DSEP,2,2,2,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,94.684,83.99,79.341,73.802,70.639,64.947,62.521,59.25,55.798,53.461,51.802,51.14,50.972,50.558,12.315,0.021,12.028,0.018,11.97,0.019,008/008972/008972058/dv/kplr008972058-20141002224145_dvr.pdf
796,q1_q12_stellar,8978528,2MASS J19570433+4513387,299.268036,45.227428,15.434,4353,63,-63,Pinsonneault,4.704,0.014,-0.014,Pinsonneault,-0.2,0,0,Pinsonneault,0.571,0.012,-0.012,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.513,0.03,12.845,0.032,12.693,0.02,008/008978/008978528/dv/kplr008978528-20121029204534_dvr.pdf
797,q1_q17_dr24_stellar,8978528,2MASS J19570433+4513387,299.268036,45.227428,15.434,4135,98,-73,SPE60,4.711,0.027,-0.036,SPE60,-0.46,0.16,-0.16,SPE60,0.542,0.036,-0.029,0.55,0.03,-0.03,4.866,0.6011,-0.6605,DSEP,2,2,2,11111111111111100,2015-01-15,0.8754,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,379.709,335.405,315.627,291.895,277.103,251.632,241.044,223.917,205.882,191.713,181.433,174.205,172.154,161.349,13.513,0.03,12.845,0.032,12.693,0.02,008/008978/008978528/dv/kplr008978528-20141002224145_dvr.pdf
798,q1_q16_stellar,8978528,2MASS J19570433+4513387,299.268036,45.227428,15.434,4045,85,-71,SPE15,4.736,0.039,-0.054,PHO54,-0.48,0.34,-0.24,SPE15,0.515,0.06,-0.043,0.53,0.06,-0.04,5.428,1.02,-1.152,DSEP,2,2,2,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,363.804,323.325,294.001,272.031,254.209,229.336,220.579,206.3,189.999,177.776,169.662,163.6,161.988,153.456,13.513,0.03,12.845,0.032,12.693,0.02,008/008978/008978528/dv/kplr008978528-20130815195353_dvr.pdf
799,q1_q17_dr24_stellar,9002278,2MASS J18525105+4520595,283.212738,45.349861,13.725,4924,99,-94,SPE62,4.654,0.017,-0.058,SPE62,-0.36,0.14,-0.14,SPE62,0.661,0.045,-0.026,0.73,0.03,-0.06,3.547,0.254,-0.645,DSEP,5,5,5,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,110.485,98.455,93.183,86.651,82.676,75.702,72.666,68.664,64.134,60.696,58.69,57.035,56.498,55.338,12.256,0.022,11.739,0.019,11.659,0.021,009/009002/009002278/dv/kplr009002278-20141002224145_dvr.pdf
800,q1_q12_stellar,9002278,2MASS J18525105+4520595,283.212738,45.349861,13.725,5033,66,-66,Pinsonneault,4.66,0.03,-0.03,Pinsonneault,-0.2,0,0,Pinsonneault,0.683,0.023,-0.023,,,,,,,,5,5,4,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.256,0.022,11.739,0.019,11.659,0.021,009/009002/009002278/dv/kplr009002278-20121029204534_dvr.pdf
801,q1_q16_stellar,9002278,2MASS J18525105+4520595,283.212738,45.349861,13.725,4797,93,-99,SPE3,4.612,0.039,-0.018,SPE3,-0.46,0.14,-0.14,SPE3,0.653,0.028,-0.036,0.64,0.04,-0.02,3.219,0.5019,-0.2532,DSEP,5,5,5,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,95.513,85.615,78.702,73.44,69.13,63.213,61.022,57.524,53.419,50.519,48.275,46.586,46.143,44.143,12.256,0.022,11.739,0.019,11.659,0.021,009/009002/009002278/dv/kplr009002278-20130815195353_dvr.pdf
802,q1_q17_dr24_stellar,9006449,2MASS J19012300+4522040,285.345825,45.367779,14.447,5607,166,-138,PHO1,4.447,0.103,-0.278,KIC0,-0.34,0.36,-0.24,KIC0,0.886,0.39,-0.112,0.8,0.14,-0.06,1.623,0.7059,-1.029,DSEP,3,3,3,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,150.756,133.408,125.636,115.718,109.497,98.749,94.403,87.802,80.37,74.937,71.124,68.203,67.216,62.447,13.145,0.025,12.763,0.022,12.717,0.028,009/009006/009006449/dv/kplr009006449-20141002224145_dvr.pdf
803,q1_q16_stellar,9006449,2MASS J19012300+4522040,285.345825,45.367779,14.447,5607,166,-138,PHO1,4.447,0.103,-0.278,KIC0,-0.34,0.36,-0.24,KIC0,0.886,0.39,-0.112,0.8,0.13,-0.06,1.623,0.7059,-1.029,DSEP,3,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,135.448,119.615,108.828,100.852,94.776,84.987,81.58,76.023,69.471,64.875,61.184,58.545,57.612,53.487,13.145,0.025,12.763,0.022,12.717,0.028,009/009006/009006449/dv/kplr009006449-20130815195353_dvr.pdf
804,q1_q12_stellar,9006449,2MASS J19012300+4522040,285.345825,45.367779,14.447,5630,71,-71,Pinsonneault,4.442,0.228,-0.228,Pinsonneault,-0.2,0,0,Pinsonneault,0.936,0.347,-0.347,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.145,0.025,12.763,0.022,12.717,0.028,009/009006/009006449/dv/kplr009006449-20121029204534_dvr.pdf
805,q1_q12_stellar,9008737,2MASS J19053567+4520367,286.398621,45.343529,15.228,5599,105,-105,Pinsonneault,4.578,0.198,-0.198,Pinsonneault,-0.2,0,0,Pinsonneault,0.818,0.321,-0.321,,,,,,,,2,3,0,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.908,0.027,13.527,0.032,13.477,0.041,
806,q1_q17_dr24_stellar,9008737,2MASS J19053567+4520367,286.398621,45.343529,15.228,5653,165,-161,PHO1,4.551,0.026,-0.272,KIC0,-0.04,0.25,-0.26,KIC0,0.857,0.327,-0.064,0.95,0.08,-0.1,2.13,0.3105,-1.303,DSEP,2,3,1,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,268.694,244.799,234.343,220.601,214.186,198.821,192.891,185.362,174.949,169.661,165.968,163.286,162.597,161.492,13.908,0.027,13.527,0.032,13.477,0.041,009/009008/009008737/dv/kplr009008737-20141002224145_dvr.pdf
807,q1_q16_stellar,9008737,2MASS J19053567+4520367,286.398621,45.343529,15.228,5653,165,-161,PHO1,4.551,0.026,-0.272,KIC0,-0.04,0.25,-0.26,KIC0,0.857,0.327,-0.064,0.95,0.08,-0.1,2.13,0.3105,-1.303,DSEP,2,3,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,245.419,223.343,207.837,196.274,187.408,173.421,168.217,160.198,152.099,147.613,144.524,142.048,141.669,138.956,13.908,0.027,13.527,0.032,13.477,0.041,009/009008/009008737/dv/kplr009008737-20130815195353_dvr.pdf
808,q1_q16_stellar,9020160,2MASS J19244401+4519234,291.18338,45.32317,14.808,5275,176,-139,PHO1,4.59,0.024,-0.173,KIC0,0,0.28,-0.26,KIC0,0.787,0.208,-0.055,0.88,0.07,-0.09,2.551,0.3392,-1.193,DSEP,2,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,189.548,172.402,160.532,152,144.734,134.149,130.076,123.982,117.541,113.261,110.25,108.77,108.347,106.867,13.42,0.039,12.959,0.046,12.883,0.04,009/009020/009020160/dv/kplr009020160-20130815195353_dvr.pdf
809,q1_q17_dr24_stellar,9020160,2MASS J19244401+4519234,291.18338,45.32317,14.808,5275,176,-139,PHO1,4.59,0.024,-0.173,KIC0,0,0.28,-0.26,KIC0,0.787,0.208,-0.055,0.88,0.07,-0.09,2.551,0.3392,-1.193,DSEP,2,3,3,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,203.66,184.531,176.628,165.467,159.199,148.274,143.447,136.751,129.93,125.638,123.146,120.658,120.226,120.102,13.42,0.039,12.959,0.046,12.883,0.04,009/009020/009020160/dv/kplr009020160-20141002224145_dvr.pdf
